,,,,,,,,,,,,,,,,6/8/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipeline Loaded,$0 ,$0 ,
Colour Key,Gray = Actuals (ACT),Green = Forecast (FCST),Blue = mix of actuals and forecast (ACT/FCST),"import range

""Do Not Edit these columns""",Formula Based Columns,Data Validation Selection Option / Input,,"Note: Please do not sort this sheet, you may use filters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Click ""+"" to view weekly revenue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO NOT DELETE OR REPLACE THIS COLUMN,Awarded Loaded,$0 ,$0 ,
,black numbers = calculation / reference / Import range,,blue numbers = hard-coded value / Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$43,614 ","$45,620 ","$54,203 ","$54,203 ","$54,203 ","$60,718 ","$60,718 ","$67,340 ","$67,340 ","$209,783 ","$209,783 ","$209,783 ","$209,783 ","$208,800 ","$229,777 ","$229,777 ","$229,777 ","$229,856 ","$232,821 ","$232,821 ","$234,710 ","$236,655 ","$258,788 ","$267,643 ","$250,715 ","$251,160 ","$251,160 ","$273,826 ","$273,826 ","$273,826 ","$273,826 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,060,473 ","$17,766,000 ",,,,,,,,,,,,,,"13,852,813","8,827,104",TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,674",Pipeline,$0 ,$0 ,
,,,,",",,,,,,,,,,,,,,,,,,,,,,,,,As per Atom,,,Loading Factor,14%,#REF!,11/1/2025,11/1/2025,11/1/2025,11/1/2025,12/1/2025,12/1/2025,12/1/2025,12/1/2025,12/1/2025,1/1/2026,1/1/2026,1/1/2026,1/1/2026,2/1/2026,2/1/2026,2/1/2026,2/1/2026,3/1/2026,3/1/2026,3/1/2026,3/1/2026,3/1/2026,4/1/2026,4/1/2026,4/1/2026,4/1/2026,5/1/2026,5/1/2026,5/1/2026,5/1/2026,6/1/2026,6/1/2026,6/1/2026,6/1/2026,6/1/2026,7/1/2026,7/1/2026,7/1/2026,7/1/2026,8/1/2026,8/1/2026,8/1/2026,8/1/2026,8/1/2026,9/1/2026,9/1/2026,9/1/2026,9/1/2026,10/1/2026,10/1/2026,10/1/2026,10/1/2026,11/1/2026,11/1/2026,11/1/2026,11/1/2026,11/1/2026,12/1/2026,12/1/2026,12/1/2026,12/1/2026,1/1/2027,1/1/2027,1/1/2027,1/1/2027,2/1/2027,2/1/2027,2/1/2027,2/1/2027,3/1/2027,3/1/2027,3/1/2027,3/1/2027,3/1/2027,4/1/2027,4/1/2027,4/1/2027,4/1/2027,5/1/2027,5/1/2027,5/1/2027,5/1/2027,5/1/2027,6/1/2027,6/1/2027,6/1/2027,6/1/2027,7/1/2027,7/1/2027,7/1/2027,7/1/2027,8/1/2027,8/1/2027,8/1/2027,8/1/2027,8/1/2027,9/1/2027,9/1/2027,9/1/2027,9/1/2027,10/1/2027,10/1/2027,10/1/2027,10/1/2027,11/1/2027,11/1/2027,11/1/2027,11/1/2027,11/1/2027,12/1/2027,12/1/2027,12/1/2027,12/1/2027,1/1/2028,1/1/2028,1/1/2028,1/1/2028,1/1/2028,2/1/2028,2/1/2028,2/1/2028,2/1/2028,3/1/2028,3/1/2028,3/1/2028,3/1/2028,4/1/2028,4/1/2028,4/1/2028,4/1/2028,5/1/2028,5/1/2028,5/1/2028,5/1/2028,5/1/2028,6/1/2028,6/1/2028,6/1/2028,6/1/2028,7/1/2028,7/1/2028,7/1/2028,7/1/2028,7/1/2028,8/1/2028,8/1/2028,8/1/2028,8/1/2028,9/1/2028,9/1/2028,9/1/2028,9/1/2028,10/1/2028,10/1/2028,10/1/2028,10/1/2028,10/1/2028,11/1/2028,11/1/2028,11/1/2028,11/1/2028,12/1/2028,12/1/2028,12/1/2028,12/1/2028,1/1/2029,1/1/2029,1/1/2029,1/1/2029,1/1/2029,2/1/2029,2/1/2029,2/1/2029,2/1/2029,3/1/2029,3/1/2029,3/1/2029,3/1/2029,4/1/2029,4/1/2029,4/1/2029,4/1/2029,4/1/2029,5/1/2029,5/1/2029,5/1/2029,5/1/2029,6/1/2029,6/1/2029,6/1/2029,6/1/2029,7/1/2029,7/1/2029,7/1/2029,7/1/2029,7/1/2029,8/1/2029,8/1/2029,8/1/2029,8/1/2029,9/1/2029,9/1/2029,9/1/2029,9/1/2029,10/1/2029,10/1/2029,10/1/2029,10/1/2029,10/1/2029,11/1/2029,11/1/2029,11/1/2029,11/1/2029,12/1/2029,12/1/2029,12/1/2029,12/1/2029,12/1/2029,,,,$0 ,,Loaded,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$242,963","$314,177","$1,012,547","$1,102,164","$1,179,382","$1,251,713","$1,360,283","$6,463,229",,"$1,382,742","$1,206,123","$1,222,284","$1,096,194","$1,124,799","$1,003,370","$1,036,697","$1,036,290","$1,001,666","$969,109","$811,964","$660,877","$12,552,116",,,0,0,0,0,$0,$0,$0,$0,$0,"$242,963","$2,428,887","$3,791,378","$3,811,150","$3,224,363","$3,074,654","$2,441,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded,$0 ,$0 ,
,,,,,,,,,,,,,,,,,,,,opoortunity data,,plan data,,,,,,,%  as per PMO,,,,,0.00,149.00,150.00,151.00,152.00,153.00,154.00,155.00,156.00,157.00,158.00,159.00,160.00,161.00,162.00,163.00,164.00,165.00,166.00,167.00,168.00,169.00,170.00,171.00,172.00,173.00,174.00,175.00,176.00,177.00,178.00,179.00,180.00,181.00,182.00,183.00,184.00,185.00,186.00,187.00,188.00,189.00,190.00,191.00,192.00,193.00,194.00,195.00,196.00,197.00,198.00,199.00,200.00,201.00,202.00,203.00,204.00,205.00,206.00,207.00,208.00,209.00,210.00,211.00,212.00,213.00,214.00,215.00,216.00,217.00,218.00,219.00,220.00,221.00,222.00,223.00,224.00,225.00,226.00,227.00,228.00,229.00,230.00,231.00,232.00,233.00,234.00,235.00,236.00,237.00,238.00,239.00,240.00,241.00,242.00,243.00,244.00,245.00,246.00,247.00,248.00,249.00,250.00,251.00,252.00,253.00,254.00,255.00,256.00,257.00,258.00,259.00,260.00,261.00,262.00,263.00,264.00,265.00,266.00,267.00,268.00,269.00,270.00,271.00,272.00,273.00,274.00,275.00,276.00,277.00,278.00,279.00,280.00,281.00,282.00,283.00,284.00,285.00,286.00,287.00,288.00,289.00,290.00,291.00,292.00,293.00,294.00,295.00,296.00,297.00,298.00,299.00,300.00,301.00,302.00,303.00,304.00,305.00,306.00,307.00,308.00,309.00,310.00,311.00,312.00,313.00,314.00,315.00,316.00,317.00,318.00,319.00,320.00,321.00,322.00,323.00,324.00,325.00,326.00,327.00,328.00,329.00,330.00,331.00,332.00,333.00,334.00,335.00,336.00,337.00,338.00,339.00,340.00,341.00,342.00,343.00,344.00,345.00,346.00,347.00,348.00,349.00,350.00,351.00,352.00,353.00,354.00,355.00,356.00,357.00,358.00,359.00,360.00,361.00,362.00,363.00,364.00,365.00,366.00,,,,,,Unloaded,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$213,126","$275,594","$888,199","$966,811","$1,034,546","$1,097,994","$1,193,231","5,669,499",,"$1,212,932","$1,058,002","$1,072,179","$961,574","$986,666","$880,149","$909,384","$909,027","$878,655","$850,096","$712,249","$579,716","$11,010,628","$958,873",,0,0,0,0,$0,$0,$0,$0,$0,"$213,126","$2,130,603","$3,325,770","$3,343,114","$2,828,389","$2,697,065","$2,142,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"30,103",114,"2,040","26,110",,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,43%,100%,100%,100%,86%,100%,100%,100%,86%,100%,100%,100%,100%,29%,100%,100%,100%,57%,100%,100%,100%,100%,100%,100%,100%,100%,29%,100%,100%,100%,71%,100%,100%,100%,100%,14%,100%,100%,100%,43%,100%,100%,100%,86%,100%,100%,100%,100%,14%,100%,100%,100%,57%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,43%,100%,100%,100%,71%,100%,100%,100%,100%,14%,100%,100%,100%,43%,100%,100%,100%,86%,100%,100%,100%,100%,29%,100%,100%,100%,57%,100%,100%,100%,100%,100%,100%,100%,100%,29%,100%,100%,100%,71%,100%,100%,100%,100%,14%,100%,100%,100%,29%,100%,100%,100%,71%,100%,100%,100%,100%,100%,100%,100%,100%,43%,100%,100%,100%,71%,100%,100%,100%,100%,14%,100%,100%,100%,57%,100%,100%,100%,86%,100%,100%,100%,100%,29%,100%,100%,100%,57%,100%,100%,100%,100%,100%,100%,100%,100%,43%,100%,100%,100%,43%,100%,100%,100%,86%,100%,100%,100%,100%,14%,100%,100%,100%,57%,100%,100%,100%,86%,100%,100%,100%,100%,29%,100%,100%,100%,71%,100%,100%,100%,100%,100%,100%,100%,100%,43%,100%,100%,100%,71%,100%,100%,100%,100%,14%,,1060473,,,,,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Forecast,Forecast,Forecast,Forecast,Forecast,Actual,Actual,Actual,Actual,Actual,Actual,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,ACT/FCST,,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,,,Actual,Actual,Actual,Actual,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lead Date,Opportunity Name,Site,Lead ID,Opportunity ID,PI,Protocol,Study Status,BD Substatus (Pipeline),Sponsor,CRO,Indication,Therapeutic area,Notes,Phase,Screening Start Date,Screening End Date,Screening Duration (in weeks),Scenario Selection,Atom Finance (F),Operation Plan (S),Atom Plan (DM),# of Patients - for FS Calc,Date of 1st Subject,Budget Category,Estimated Budget per Subject,Estimated Potential Revenue,Confidence Level Scenario,Priority Studies,Atom Confidence Level,Confidence Level as per Study status,Selected Confidence Level %,Factored Potential Revenue,Length of Study (weeks),11/3/2025,11/10/2025,11/17/2025,11/24/2025,12/1/2025,12/8/2025,12/15/2025,12/22/2025,12/29/2025,1/5/2026,1/12/2026,1/19/2026,1/26/2026,2/2/2026,2/9/2026,2/16/2026,2/23/2026,3/2/2026,3/9/2026,3/16/2026,3/23/2026,3/30/2026,4/6/2026,4/13/2026,4/20/2026,4/27/2026,5/4/2026,5/11/2026,5/18/2026,5/25/2026,6/1/2026,6/8/2026,6/15/2026,6/22/2026,6/29/2026,7/6/2026,7/13/2026,7/20/2026,7/27/2026,8/3/2026,8/10/2026,8/17/2026,8/24/2026,8/31/2026,9/7/2026,9/14/2026,9/21/2026,9/28/2026,10/5/2026,10/12/2026,10/19/2026,10/26/2026,11/2/2026,11/9/2026,11/16/2026,11/23/2026,11/30/2026,12/7/2026,12/14/2026,12/21/2026,12/28/2026,1/4/2027,1/11/2027,1/18/2027,1/25/2027,2/1/2027,2/8/2027,2/15/2027,2/22/2027,3/1/2027,3/8/2027,3/15/2027,3/22/2027,3/29/2027,4/5/2027,4/12/2027,4/19/2027,4/26/2027,5/3/2027,5/10/2027,5/17/2027,5/24/2027,5/31/2027,6/7/2027,6/14/2027,6/21/2027,6/28/2027,7/5/2027,7/12/2027,7/19/2027,7/26/2027,8/2/2027,8/9/2027,8/16/2027,8/23/2027,8/30/2027,9/6/2027,9/13/2027,9/20/2027,9/27/2027,10/4/2027,10/11/2027,10/18/2027,10/25/2027,11/1/2027,11/8/2027,11/15/2027,11/22/2027,11/29/2027,12/6/2027,12/13/2027,12/20/2027,12/27/2027,1/3/2028,1/10/2028,1/17/2028,1/24/2028,1/31/2028,2/7/2028,2/14/2028,2/21/2028,2/28/2028,3/6/2028,3/13/2028,3/20/2028,3/27/2028,4/3/2028,4/10/2028,4/17/2028,4/24/2028,5/1/2028,5/8/2028,5/15/2028,5/22/2028,5/29/2028,6/5/2028,6/12/2028,6/19/2028,6/26/2028,7/3/2028,7/10/2028,7/17/2028,7/24/2028,7/31/2028,8/7/2028,8/14/2028,8/21/2028,8/28/2028,9/4/2028,9/11/2028,9/18/2028,9/25/2028,10/2/2028,10/9/2028,10/16/2028,10/23/2028,10/30/2028,11/6/2028,11/13/2028,11/20/2028,11/27/2028,12/4/2028,12/11/2028,12/18/2028,12/25/2028,1/1/2029,1/8/2029,1/15/2029,1/22/2029,1/29/2029,2/5/2029,2/12/2029,2/19/2029,2/26/2029,3/5/2029,3/12/2029,3/19/2029,3/26/2029,4/2/2029,4/9/2029,4/16/2029,4/23/2029,4/30/2029,5/7/2029,5/14/2029,5/21/2029,5/28/2029,6/4/2029,6/11/2029,6/18/2029,6/25/2029,7/2/2029,7/9/2029,7/16/2029,7/23/2029,7/30/2029,8/6/2029,8/13/2029,8/20/2029,8/27/2029,9/3/2029,9/10/2029,9/17/2029,9/24/2029,10/1/2029,10/8/2029,10/15/2029,10/22/2029,10/29/2029,11/5/2029,11/12/2029,11/19/2029,11/26/2029,12/3/2029,12/10/2029,12/17/2029,12/24/2029,12/31/2029,Remaining,Remaining - 2028 Onwards,Total,Difference,FPFV month,,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,2023 Total,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,2024 Total,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,June 2025,July 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,2025 Total,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,2026 Total,,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,2027 Total,2028 Total,,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,Quaterly Figures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom Finance (F),,,Site Maturity Slicer Helper,PI Slicer Helper,,Vaccine/Non-Vaccine,Site Slicer Helper,Study Status,Sponsor Helper
#N/A,5/7/2023,Bellaire | mRNA-1283-P302 | N/A,Bellaire,1511,2056,Dr. Kashif Ali,mRNA-1283-P302,Pipeline,On Hold,Moderna,Parexel,COVID-19,Vaccine-COVID,"As Atom plan 2025 is 0 , so using finance goals from ATOM (dated 12/30/24)",Phase 2/3,1/1/2026,2/15/2026,6,F,  10 ,0,0,10,1/1/2026,Moderna,"$6,500 ","$65,000 ",Status,Non-Priority,0%,0%,0%,$0 ,52,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 , Jan 2026,,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  10 ,0,,ALL,ALL,1,Vaccine,ALL,In-Active,ALL
