,Green = Forecast (FCST),Gray = Actuals (ACT),"Note: Please do not sort this sheet, you may use filters",,,,,,,,,,,1,,Loading Factor,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Click ""+"" to view weekly revenue",Loaded,"9,477,973","6,536,554","6,489,654","7,203,376","11,651,187","8,171,597","6,169,053","9,700,311","7,136,701","13,709,784","16,223,786","7,876,604","110,346,580","7,777,086","6,579,301","5,159,386","6,098,489","7,704,847","4,709,504","4,214,815","3,905,710","3,037,607","12,562,194","11,079,118","6,519,795","79,347,852","5,598,295","3,836,893","7,064,836","8,892,134","5,575,482","3,707,084","3,907,900","3,727,674","2,804,779","6,464,821","6,454,273","8,522,309","66,556,480","6,413,522","7,075,231","8,428,336","6,739,662","6,993,438","3,718,424","3,598,403","3,157,601","3,151,323","6,081,714","3,892,476","3,517,824","$62,767,955",,"2,098,078","1,350,537","1,334,871","1,436,351","1,106,794","982,713","1,038,613","933,956","587,500","672,299","711,381","385,867","12,638,962","228,647","171,901","212,798","147,229","161,608","131,749","161,800","221,363","178,809","159,807","211,513","276,388","2,263,613",,,,,,,"19,515,773","18,512,840","11,158,132","30,161,107","16,500,024","18,174,700","10,440,353","21,441,403","21,917,089","17,451,524","9,907,327","13,492,015","4,783,486","3,525,858","2,560,069","1,769,547",,,,,,,"6,379,536","4,367,863","8,011,293","10,132,855","6,342,405","4,172,805","4,455,006","4,282,526","3,196,797","7,364,203","7,357,867","9,409,256","75,472,411","6,862,451","7,516,995","9,096,001","7,172,168","7,463,811","3,292,308","3,185,258","2,827,956","2,807,851","5,798,121","3,640,989","1,060,668","60,724,578",,,0,0,0,0,0,0,0,0,0,0,0,"306,173","306,173","469,767","548,769","512,302","511,046","511,103","426,116","413,145","329,645","343,472","283,593","251,487","2,457,156","7,057,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unloaded,"9,477,973","6,536,554","6,489,654","7,203,376","11,651,187","8,171,597","6,169,053","9,700,311","7,136,701","13,709,784","16,223,786","7,876,604","110,346,580","7,777,086","6,579,301","5,159,386","6,098,489","7,704,847","4,709,504","4,214,815","3,905,710","3,037,607","12,562,194","11,079,118","6,519,795","79,347,852","5,598,295","3,836,893","7,064,836","8,892,134","5,575,482","3,707,084","3,907,900","3,727,674","2,804,779","6,464,821","6,454,273","8,522,309","66,556,480","6,413,522","7,075,231","8,428,336","6,739,662","6,993,438","3,261,776","3,156,494","2,769,826","2,764,318","5,334,837","3,414,453","3,085,811","59,437,703",,"1,840,419","1,184,682","1,170,940","1,259,957","970,872","862,029","911,064","819,260","515,351","589,736","624,019","338,480","11,086,808","200,568","150,790","186,665","129,148","141,761","115,569","141,930","194,178","156,850","140,181","185,538","242,446","1,985,625",,,,,,,"19,509,151","18,508,031","11,166,790","30,151,033","16,454,993","18,112,337","10,468,710","21,436,402","21,935,337","16,996,975","8,690,638","11,835,101","4,196,041","3,092,858","2,245,675","1,552,235",,,,,,,"5,596,084","3,831,459","7,027,450","8,888,469","5,563,513","3,660,355","3,907,900","3,756,602","2,804,208","6,459,827","6,454,269","8,253,733","66,203,869","6,019,694","6,593,855","7,978,948","6,291,375","6,547,203","2,887,989","2,794,086","2,480,663","2,463,027","5,086,071","3,193,850","930,411","59,458,051",,,0,0,0,0,0,0,0,0,0,0,0,"268,573","268,573","412,076","481,376","449,388","448,286","448,336","373,786","362,408","289,162","301,291","248,766","220,602","2,155,400",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black numbers = calculation or reference,blue numbers = hard-coded value / Input,,,,,,,Link to PMT Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,249,808 ","$272,564,321 ",$1 ,,,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Actual,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,ACT/FCST,,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,,,,,,,Actual,Actual,Actual,Actual,Actual,ACT/FCST,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,Forecast,,,,,,,ACT/FCST,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,Forecast From Actual,,,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,Forecast from Future Rando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study Name,Site,Lead ID,Atom No.,PI,Protocol,Study Status,Sub Status,PMT Reference,Sponsor,CRO,Indication,Therapeutic area,Phase,Actual Randomization,Future Rando Goals,# of Patients - for FS Calc,Date of 1st Subject,Budget per Subject,Confidence Level,Factored Potential Revenue,1/2/2023,1/9/2023,1/16/2023,1/23/2023,1/30/2023,2/6/2023,2/13/2023,2/20/2023,2/27/2023,3/6/2023,3/13/2023,3/20/2023,3/27/2023,4/3/2023,4/10/2023,4/17/2023,4/24/2023,5/1/2023,5/8/2023,5/15/2023,5/22/2023,5/29/2023,6/5/2023,6/12/2023,6/19/2023,6/26/2023,7/3/2023,7/10/2023,7/17/2023,7/24/2023,7/31/2023,8/7/2023,8/14/2023,8/21/2023,8/28/2023,9/4/2023,9/11/2023,9/18/2023,9/25/2023,10/2/2023,10/9/2023,10/16/2023,10/23/2023,10/30/2023,11/6/2023,11/13/2023,11/20/2023,11/27/2023,12/4/2023,12/11/2023,12/18/2023,12/25/2023,1/1/2024,1/8/2024,1/15/2024,1/22/2024,1/29/2024,2/5/2024,2/12/2024,2/19/2024,2/26/2024,3/4/2024,3/11/2024,3/18/2024,3/25/2024,4/1/2024,4/8/2024,4/15/2024,4/22/2024,4/29/2024,5/6/2024,5/13/2024,5/20/2024,5/27/2024,6/3/2024,6/10/2024,6/17/2024,6/24/2024,7/1/2024,7/8/2024,7/15/2024,7/22/2024,7/29/2024,8/5/2024,8/12/2024,8/19/2024,8/26/2024,9/2/2024,9/9/2024,9/16/2024,9/23/2024,9/30/2024,10/7/2024,10/14/2024,10/21/2024,10/28/2024,11/4/2024,11/11/2024,11/18/2024,11/25/2024,12/2/2024,12/9/2024,12/16/2024,12/23/2024,12/30/2024,1/6/2025,1/13/2025,1/20/2025,1/27/2025,2/3/2025,2/10/2025,2/17/2025,2/24/2025,3/3/2025,3/10/2025,3/17/2025,3/24/2025,3/31/2025,4/7/2025,4/14/2025,4/21/2025,4/28/2025,5/5/2025,5/12/2025,5/19/2025,5/26/2025,6/2/2025,6/9/2025,6/16/2025,6/23/2025,6/30/2025,7/7/2025,7/14/2025,7/21/2025,7/28/2025,8/4/2025,8/11/2025,8/18/2025,8/25/2025,9/1/2025,9/8/2025,9/15/2025,9/22/2025,9/29/2025,10/6/2025,10/13/2025,10/20/2025,10/27/2025,11/3/2025,11/10/2025,11/17/2025,11/24/2025,12/1/2025,12/8/2025,12/15/2025,12/22/2025,12/29/2025,1/5/2026,1/12/2026,1/19/2026,1/26/2026,2/2/2026,2/9/2026,2/16/2026,2/23/2026,3/2/2026,3/9/2026,3/16/2026,3/23/2026,3/30/2026,4/6/2026,4/13/2026,4/20/2026,4/27/2026,5/4/2026,5/11/2026,5/18/2026,5/25/2026,6/1/2026,6/8/2026,6/15/2026,6/22/2026,6/29/2026,7/6/2026,7/13/2026,7/20/2026,7/27/2026,8/3/2026,8/10/2026,8/17/2026,8/24/2026,8/31/2026,9/7/2026,9/14/2026,9/21/2026,9/28/2026,10/5/2026,10/12/2026,10/19/2026,10/26/2026,11/2/2026,11/9/2026,11/16/2026,11/23/2026,11/30/2026,12/7/2026,12/14/2026,12/21/2026,12/28/2026,1/4/2027,1/11/2027,1/18/2027,1/25/2027,2/1/2027,2/8/2027,2/15/2027,2/22/2027,3/1/2027,3/8/2027,3/15/2027,3/22/2027,3/29/2027,4/5/2027,4/12/2027,4/19/2027,4/26/2027,5/3/2027,5/10/2027,5/17/2027,5/24/2027,5/31/2027,6/7/2027,6/14/2027,6/21/2027,6/28/2027,7/5/2027,7/12/2027,7/19/2027,7/26/2027,8/2/2027,8/9/2027,8/16/2027,8/23/2027,8/30/2027,9/6/2027,9/13/2027,9/20/2027,9/27/2027,10/4/2027,10/11/2027,10/18/2027,10/25/2027,11/1/2027,11/8/2027,11/15/2027,11/22/2027,11/29/2027,12/6/2027,12/13/2027,12/20/2027,12/27/2027,1/3/2028,1/10/2028,1/17/2028,1/24/2028,1/31/2028,2/7/2028,2/14/2028,2/21/2028,2/28/2028,3/6/2028,3/13/2028,3/20/2028,3/27/2028,4/3/2028,4/10/2028,4/17/2028,4/24/2028,5/1/2028,5/8/2028,5/15/2028,5/22/2028,5/29/2028,6/5/2028,6/12/2028,6/19/2028,6/26/2028,7/3/2028,7/10/2028,7/17/2028,7/24/2028,7/31/2028,8/7/2028,8/14/2028,8/21/2028,8/28/2028,9/4/2028,9/11/2028,9/18/2028,9/25/2028,10/2/2028,10/9/2028,10/16/2028,10/23/2028,10/30/2028,11/6/2028,11/13/2028,11/20/2028,11/27/2028,12/4/2028,12/11/2028,12/18/2028,12/25/2028,1/1/2029,1/8/2029,1/15/2029,1/22/2029,1/29/2029,2/5/2029,2/12/2029,2/19/2029,2/26/2029,3/5/2029,3/12/2029,3/19/2029,3/26/2029,4/2/2029,4/9/2029,4/16/2029,4/23/2029,4/30/2029,5/7/2029,5/14/2029,5/21/2029,5/28/2029,6/4/2029,6/11/2029,6/18/2029,6/25/2029,7/2/2029,7/9/2029,7/16/2029,7/23/2029,7/30/2029,8/6/2029,8/13/2029,8/20/2029,8/27/2029,9/3/2029,9/10/2029,9/17/2029,9/24/2029,10/1/2029,10/8/2029,10/15/2029,10/22/2029,10/29/2029,11/5/2029,11/12/2029,11/19/2029,11/26/2029,12/3/2029,12/10/2029,12/17/2029,12/24/2029,12/31/2029,Remaining,Remaining - 2028 Onwards,Total,Difference,,,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,2023 Total,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,2024 Total,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,2025 Total,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,2026 Total,,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,2027 Total,Jan 2028,Feb 2028,Mar 2028,Apr 2028,May 2028,Jun 2028,Jul 2028,Aug 2028,Sep 2028,Oct 2028,Nov 2028,Dec 2028,2028 Total,,,,,,,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,Quaterly Figures,,,,,,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,2025 Total,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,2026 Total,,,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,2025 Total,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,2026 Total,,Actual vs Forecast Revenue Breakdown - WIP,,FC,FC,Atom,Atom,,,To Be,To be,,FC,Atom,,To Be,,,,,,,,,,,,,,,,,,,,,,,,,Psych / Non Psych,Estimated Potential Revenue,,Site Maturity Slicer Helper,Comments,PI Slicer Helper,Atom No. Helper,Therapeutic area,Vaccine/Non-Vaccine,Site Slicer Helper,Study Status,Sponsor Helper
Prior years closed studies adjustment,Tomball 13406,N/A,N/A,Dr. Kashif Ali,N/A,Closed,Closed,,Moderna,(No Info),,Vaccine-Other,,,,,12/31/2022,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  3,218 ",  405 ,"  1,826 ","  (9,543)","  3,535 ",  4 ,"  2,890 ","  1,180 ","  (13,444)","  20,634 ","  8,991 ","  1,356 ","  21,052 ",  3 ,"  6,301 ",  318 ,  588 ,  (401),"  4,622 ","  3,443 ","  (9,725)","  (2,376)","  8,104 ",  (2),"  1,972 ","  12,847 ","  2,211 ","  5,434 ","  37,386 ","  3,665 ","  11,969 ","  46,729 ",,"  (28,928)",  571 ,"  4,994 ",  4 ,  3 ,"  84,038 ","  (18,248)",  - ,  - ,,"  (2,100)",,,,,,,,"  (20,348)",,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,"  6,622 ","  4,809 ","  (8,658)","  10,074 ","  45,031 ","  62,363 ","  (28,357)","  5,001 ","  (18,248)","  (2,100)",  - ,  - ,  - ,  - ,  - ,  - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  - ,,,,,,,,,,,,,,,,,Closed,Closed,#N/A,#N/A,#N/A,#N/A,,,,100.00%,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Psych,$0 ,,ALL,,ALL,820,Vaccine-Other,Vaccine,ALL,Active,ALL
BEL | MR-100A-01-TD-3001,Bellaire,301,820,Dr. Teresa Becker,MR-100A-01-TD-3001,Closed,Pre-Closed,PMT TCDD,Mylan,Parexel,Contraception,Women's Health,Phase III,5,0,5,7/5/2022,"$13,504 ",100%,"$65,218 ",$413 ,$0 ,$0 ,"$2,309 ","$2,309 ","$2,309 ",$413 ,$0 ,$0 ,$0 ,"$1,128 ",$0 ,$0 ,$0 ,$0 ,$413 ,"$2,309 ","$2,309 ",$0 ,$0 ,$413 ,$0 ,$0 ,$413 ,"$1,448 ",$0 ,$439 ,"$1,102 ","$2,309 ",$0 ,$0 ,$0 ,"$3,412 ",$0 ,$0 ,$0 ,"$2,309 ",$0 ,"$4,619 ","$3,069 ",$0 ,"$2,723 ","$2,326 ",$0 ,$0 ,$0 ,"$1,102 ",$0 ,$827 ,"$2,550 ",$413 ,$0 ,$0 ,"$1,981 ",$413 ,$0 ,"$1,102 ","$1,102 ",$0 ,$413 ,$0 ,"$1,621 ",$0 ,$0 ,$0 ,$0 ,$413 ,$0 ,$0 ,$0 ,"$1,102 ","$1,102 ","$1,128 ",$0 ,$0 ,$0 ,$0 ,$0 ,$827 ,$0 ,$0 ,"$1,541 ",$0 ,$0 ,$0 ,$827 ,$0 ,$0 ,"$1,102 ","$1,621 ",$771 ,$0 ,$0 ,"$2,035 ",$0 ,"$1,102 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,621 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$65,218 ",($0),,,"  5,885 ","  (4,403)","  1,128 ","  (1,760)","  13,157 ",  (307),"  4,368 ","  3,838 ","  5,714 ","  9,121 ","  1,102 ","  3,790 ","  41,633 ","  2,394 ","  2,618 ","  3,773 ",  413 ,"  3,333 ",  - ,"  2,368 ",  827 ,"  3,582 ","  3,540 ",  748 ,"  1,680 ","  25,276 ",  - ,  - ,"  4,500 ","  1,950 ",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,"  6,450 ",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"  8,785 ","  3,746 ","  6,777 ","  5,968 ","  4,500 ","  1,950 ",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,,,,,,,  - ,  - ,"  4,500 ","  1,950 ",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,"  6,450 ",  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,,,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,,,,Closed,Pre-Closed,Closed,Pre-Closed,TRUE,TRUE,,,,100.00%,0.00%,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Psych,"$65,218 ",,ALL,,ALL,820,Women's Health,Non-Vaccine,ALL,Active,ALL
